DATUM_ABSTIMMUNG;VORLAGE_BEZEICHNUNG;VORLAGEART_CODE;VORLAGEART_BEZEICHNUNG;BEZIRK_NR;BEZIRK_NAME;BFS_NR_GEMEINDE;GEMEINDE_NAME;STIMMBERECHTIGTE;EINGELEGTE_STIMMEN;LEERE_STIMMEN;UNGUELTIGE_STIMMEN;GUELTIGE_STIMMEN;JA_STIMMEN;NEIN_STIMMEN;STIMMBETEILIGUNG
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2007;Steckborn;4864;Steckborn;2069;1076;42;26;1008;475;533;52.01
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2004;Frauenfeld;4606;Stettfurt;734;419;9;3;407;202;205;57.08
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2002;Bischofszell;4506;Sulgen;2066;1180;19;9;1152;470;682;57.12
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2005;Kreuzlingen;4696;Tägerwilen;1982;1097;42;17;1038;460;578;55.35
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2004;Frauenfeld;4611;Thundorf;880;483;6;0;477;195;282;54.89
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4776;Tobel-Tägerschen;882;506;5;11;490;170;320;57.37
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2004;Frauenfeld;4616;Uesslingen-Buch;752;436;10;4;422;190;232;57.98
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2001;Arbon;4451;Uttwil;1013;555;7;12;536;204;332;54.79
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2007;Steckborn;4871;Wagenhausen;1065;593;24;0;569;212;357;55.68
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2005;Kreuzlingen;4701;Wäldi;636;389;8;1;380;137;243;61.16
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4781;Wängi;2669;1428;31;57;1340;655;685;53.5
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2004;Frauenfeld;4621;Warth-Weiningen;884;539;4;8;527;258;269;60.97
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2008;Weinfelden;4946;Weinfelden;6329;3640;113;88;3439;1359;2080;57.51
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2008;Weinfelden;4951;Wigoltingen;1424;758;3;8;747;291;456;53.23
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4786;Wilen;1288;750;13;10;727;376;351;58.23
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4791;Wuppenau;710;392;7;3;382;146;236;55.21
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2002;Bischofszell;4511;Zihlschlacht-Sitterdorf;1320;758;12;10;736;290;446;57.42
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4551;Aadorf;4968;2430;55;40;2335;986;1349;48.91
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4711;Affeltrangen;1465;794;8;2;784;304;480;54.2
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4641;Altnau;1194;818;0;15;803;218;585;68.51
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2008;Weinfelden;4881;Amlikon-Bissegg;838;503;4;7;492;218;274;60.02
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2002;Bischofszell;4461;Amriswil;6766;3987;37;148;3802;2042;1760;58.93
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4401;Arbon;7645;3777;46;176;3555;1851;1704;49.4
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2003;Diessenhofen;4536;Basadingen-Schlattingen;1091;693;28;1;664;228;436;63.52
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2008;Weinfelden;4891;Berg;1930;1281;13;17;1251;491;760;66.37
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4801;Berlingen;549;340;0;0;340;128;212;61.93
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4716;Bettwiesen;628;339;5;1;333;128;205;53.98
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4721;Bichelsee-Balterswil;1717;983;16;4;963;343;620;57.25
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2008;Weinfelden;4901;Birwinken;872;601;2;3;596;193;403;68.92
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2002;Bischofszell;4471;Bischofszell;3378;1852;15;40;1797;751;1046;54.83
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4643;Bottighofen;1251;960;2;12;946;476;470;76.74
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4723;Braunau;471;285;3;2;280;86;194;60.51
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2008;Weinfelden;4911;Bürglen;1913;1099;14;41;1044;616;428;57.45
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2008;Weinfelden;4921;Bussnang;1425;897;12;0;885;297;588;62.95
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2003;Diessenhofen;4545;Diessenhofen;1871;1085;38;0;1047;434;613;57.99
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4406;Dozwil;331;240;1;3;236;92;144;72.51
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4411;Egnach;2805;1825;26;25;1774;848;926;65.06
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2002;Bischofszell;4476;Erlen;1864;1181;10;44;1127;481;646;63.36
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4646;Ermatingen;1668;933;8;1;924;438;486;55.94
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4806;Eschenz;1039;544;8;0;536;159;377;52.36
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4724;Eschlikon;2431;1345;21;28;1296;485;811;55.33
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4561;Felben-Wellhausen;1483;738;8;11;719;302;417;49.76
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4726;Fischingen;1818;1050;19;19;1012;345;667;57.76
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4566;Frauenfeld;14084;7830;231;105;7494;3379;4115;55.6
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4571;Gachnang;2233;1139;24;1;1114;507;607;51.01
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4651;Gottlieben;172;105;1;0;104;55;49;61.05
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4656;Güttingen;883;624;0;16;608;195;413;70.67
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2002;Bischofszell;4486;Hauptwil-Gottshaus;1259;694;8;7;679;273;406;55.12
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4416;Hefenhofen;776;523;2;22;499;130;369;67.4
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4811;Herdern;644;384;5;7;372;164;208;59.63
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2002;Bischofszell;4495;Hohentannen;386;236;4;3;229;67;162;61.14
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4816;Homburg;1022;620;3;5;612;211;401;60.67
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4421;Horn;1546;798;5;25;768;423;345;51.62
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4590;Hüttlingen;601;421;6;1;414;146;268;70.05
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4821;Hüttwilen;986;602;22;12;568;223;345;61.05
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4666;Kemmental;1481;918;6;0;912;325;587;61.99
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4426;Kesswil;614;444;4;13;427;239;188;72.31
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2002;Bischofszell;4501;Kradolf-Schönenberg;1978;1165;10;12;1143;473;670;58.9
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4671;Kreuzlingen;8256;5067;29;154;4884;2749;2135;61.37
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4681;Langrickenbach;724;528;1;0;527;74;453;72.93
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4683;Lengwil;825;585;3;0;582;138;444;70.91
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4741;Lommis;687;384;1;2;381;149;232;55.9
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4826;Mammern;324;200;5;0;195;70;125;61.73
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2008;Weinfelden;4941;Märstetten;1551;970;14;11;945;391;554;62.54
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4591;Matzingen;1462;699;15;16;668;288;380;47.81
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4831;Müllheim;1576;861;10;28;823;378;445;54.63
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4746;Münchwilen;2846;1427;14;33;1380;477;903;50.14
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4691;Münsterlingen;1391;1055;4;18;1033;142;891;75.84
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4601;Neunforn;697;404;17;0;387;167;220;57.96
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4841;Pfyn;1267;695;9;0;686;279;407;54.85
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4846;Raperswilen;276;171;1;0;170;74;96;61.96
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4751;Rickenbach b. Wil;1394;683;12;23;648;304;344;49
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4431;Roggwil;1853;1048;15;15;1018;534;484;56.56
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4436;Romanshorn;5549;3277;23;41;3213;1584;1629;59.06
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4851;Salenstein;786;496;3;4;489;238;251;63.1
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4441;Salmsach;807;444;2;9;433;186;247;55.02
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2003;Diessenhofen;4546;Schlatt;1052;616;26;1;589;232;357;58.56
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4756;Schönholzerswilen;520;299;0;5;294;86;208;57.5
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4761;Sirnach;4085;1991;35;0;1956;742;1214;48.74
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4446;Sommeri;357;280;0;6;274;67;207;78.43
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4864;Steckborn;2081;1121;16;22;1083;413;670;53.87
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4606;Stettfurt;748;439;8;5;426;184;242;58.69
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2002;Bischofszell;4506;Sulgen;2102;1395;14;15;1366;593;773;66.37
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4696;Tägerwilen;1995;1181;10;24;1147;570;577;59.2
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4611;Thundorf;887;479;9;1;469;188;281;54
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4776;Tobel-Tägerschen;891;489;8;0;481;176;305;54.88
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4616;Uesslingen-Buch;751;424;10;0;414;188;226;56.46
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2001;Arbon;4451;Uttwil;1010;649;6;15;628;343;285;64.26
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2007;Steckborn;4871;Wagenhausen;1076;617;20;2;595;189;406;57.34
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2005;Kreuzlingen;4701;Wäldi;652;421;2;1;418;205;213;64.57
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4781;Wängi;2687;1434;28;65;1341;521;820;53.37
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2004;Frauenfeld;4621;Warth-Weiningen;880;539;5;6;528;271;257;61.25
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2008;Weinfelden;4946;Weinfelden;6327;3988;87;55;3846;1812;2034;63.03
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2008;Weinfelden;4951;Wigoltingen;1448;803;5;11;787;361;426;55.46
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4786;Wilen;1294;709;10;11;688;276;412;54.79
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2006;Münchwilen;4791;Wuppenau;716;420;6;0;414;142;272;58.66
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Südumfahrung Kreuzlingen);3;Obligatorisches Referendum;2002;Bischofszell;4511;Zihlschlacht-Sitterdorf;1336;788;3;17;768;331;437;58.98
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2004;Frauenfeld;4551;Aadorf;4968;2303;67;39;2197;918;1279;46.36
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2006;Münchwilen;4711;Affeltrangen;1465;794;13;2;779;371;408;54.2
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2005;Kreuzlingen;4641;Altnau;1194;818;3;15;800;342;458;68.51
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2008;Weinfelden;4881;Amlikon-Bissegg;838;502;3;8;491;199;292;59.9
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2002;Bischofszell;4461;Amriswil;6766;3999;26;149;3824;2279;1545;59.1
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2001;Arbon;4401;Arbon;7645;3763;52;171;3540;1910;1630;49.22
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2003;Diessenhofen;4536;Basadingen-Schlattingen;1091;688;29;1;658;254;404;63.06
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2008;Weinfelden;4891;Berg;1930;1283;6;17;1260;557;703;66.48
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2007;Steckborn;4801;Berlingen;549;340;4;0;336;135;201;61.93
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2006;Münchwilen;4716;Bettwiesen;628;338;5;1;332;137;195;53.82
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2006;Münchwilen;4721;Bichelsee-Balterswil;1717;975;13;4;958;336;622;56.79
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2008;Weinfelden;4901;Birwinken;872;603;1;3;599;208;391;69.15
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2002;Bischofszell;4471;Bischofszell;3378;1849;11;43;1795;816;979;54.74
2005.09.25;Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes durch eine neue Kantonsstrasse (Thurtalstrasse);3;Obligatorisches Referendum;2005;Kreuzlingen;4643;Bottighofen;1251;957;4;12;941;549;392;76.5
